id_studente,pertinence_human,coherence_human,originality_human,feasibility_human,total_human,coherence_claude_1,coherence_deepseekseek_1,coherence_gemini_1,coherence_mistral_1,coherence_gpt4_1,originality_claude_1,originality_deepseekseek_1,originality_gemini_1,originality_mistral_1,originality_gpt4_1,pertinence_claude_1,pertinence_deepseekseek_1,pertinence_gemini_1,pertinence_mistral_1,pertinence_gpt4_1,feasibility_claude_1,feasibility_deepseekseek_1,feasibility_gemini_1,feasibility_mistral_1,feasibility_gpt4_1,total_claude_1,total_deepseekseek_1,total_gemini_1,total_mistral_1,total_gpt4_1,coherence_claude_2,coherence_deepseekseek_2,coherence_gemini_2,coherence_gpt4_2,coherence_mistral_2,originality_claude_2,originality_deepseekseek_2,originality_gemini_2,originality_gpt4_2,originality_mistral_2,pertinence_claude_2,pertinence_deepseekseek_2,pertinence_gemini_2,pertinence_gpt4_2,pertinence_mistral_2,feasibility_claude_2,feasibility_deepseekseek_2,feasibility_gemini_2,feasibility_gpt4_2,feasibility_mistral_2,total_claude_2,total_deepseekseek_2,total_gemini_2,total_gpt4_2,total_mistral_2,coherence_claude_3,coherence_deepseekseek_3,coherence_gemini_3,coherence_gpt4_3,coherence_mistral_3,originality_claude_3,originality_deepseekseek_3,originality_gemini_3,originality_gpt4_3,originality_mistral_3,pertinence_claude_3,pertinence_deepseekseek_3,pertinence_gemini_3,pertinence_gpt4_3,pertinence_mistral_3,feasibility_claude_3,feasibility_deepseekseek_3,feasibility_gemini_3,feasibility_gpt4_3,feasibility_mistral_3,total_claude_3,total_deepseekseek_3,total_gemini_3,total_gpt4_3,total_mistral_3
5407360,6,9,8,6,29,10,9,10,9,10,8,7,8,7,8,6,6,6,6,6,6,5,6,5,6,30,27,30,27,30,10,9,10,9,9,8,7,7,7,7,6,6,6,6,5,6,5,6,5,5,30,27,29,27,26,9,9,10,9,8,8,7,7,7,7,6,6,6,6,5,6,5,6,5,5,29,27,29,27,25
5406834,6,10,8,6,30,9,9,10,9,9,7,7,7,7,7,6,6,6,5,6,6,5,6,5,5,28,27,29,26,27,9,9,10,9,8,8,7,7,7,7,6,6,6,6,5,5,5,6,5,5,28,27,29,27,25,9,9,10,9,8,8,7,7,7,7,6,6,6,6,5,5,5,6,5,5,28,27,29,27,25
5411958,5,8,6,5,24,9,9,9,8,9,7,7,6,6,7,6,6,6,5,6,6,5,6,5,5,28,27,27,24,27,10,9,9,9,9,8,7,7,7,7,6,6,6,6,6,6,5,4,5,5,30,27,26,27,27,10,9,10,9,9,8,7,8,8,7,6,6,6,6,6,6,5,6,5,5,30,27,30,28,27
5411868,6,8,6,5,25,10,9,10,9,9,7,7,7,7,7,6,6,6,5,6,6,5,6,5,5,29,27,29,26,27,9,8,10,9,8,7,6,8,7,6,6,5,6,6,5,6,4,6,5,5,28,23,30,27,24,9,8,10,9,8,7,6,7,7,6,6,5,6,6,5,6,5,6,5,5,28,24,29,27,24
5406660,5,8,6,5,24,10,9,10,8,9,7,7,7,6,7,6,6,6,5,6,6,5,6,5,5,29,27,29,24,27,10,9,10,9,9,7,7,6,7,7,6,6,6,6,6,6,5,6,5,5,29,27,28,27,27,10,9,10,10,9,7,7,7,7,7,6,6,6,6,6,6,5,6,6,5,29,27,29,29,27
5411889,5,9,8,6,28,10,9,10,9,9,7,7,6,7,7,6,6,6,6,6,6,5,6,5,6,29,27,28,27,28,9,9,9,9,8,7,7,7,7,6,6,6,6,6,5,6,5,5,5,5,28,27,27,27,24,9,9,10,9,8,7,7,7,7,6,6,6,6,6,5,6,5,6,6,5,28,27,29,28,24
5406762,6,9,8,6,29,10,9,10,9,10,8,7,7,7,8,6,6,6,5,6,6,5,6,5,6,30,27,29,26,30,10,9,10,9,9,8,7,7,7,7,6,6,6,6,5,6,5,6,5,5,30,27,29,27,26,10,9,10,9,9,8,7,7,8,7,6,6,6,6,5,6,5,6,5,5,30,27,29,28,26
5409576,6,8,8,5,27,9,9,10,8,9,7,7,7,6,7,6,6,6,5,6,6,5,6,5,5,28,27,29,24,27,10,9,10,10,9,8,7,7,8,7,6,6,6,6,6,6,5,6,6,5,30,27,29,30,27,10,9,10,10,9,8,7,8,8,7,6,6,6,6,6,6,5,6,6,5,30,27,30,30,27
5407206,6,9,7,6,28,10,9,10,9,10,7,7,7,7,7,6,6,6,6,6,6,5,6,5,6,29,27,29,27,29,10,9,10,10,9,8,7,7,8,7,6,6,6,6,6,6,5,6,6,5,30,27,29,30,27,10,9,10,10,9,8,7,7,8,7,6,6,6,6,6,6,5,6,6,5,30,27,29,30,27
5406717,6,8,8,5,27,10,9,10,9,9,8,7,7,7,7,6,6,6,5,6,6,5,6,5,5,30,27,29,26,27,10,9,10,10,8,8,7,7,8,6,6,6,6,6,5,6,5,6,6,5,30,27,29,30,24,10,9,10,10,8,8,7,7,8,6,6,6,6,6,5,6,5,6,6,5,30,27,29,30,24
5412038,5,8,7,6,26,9,8,10,8,9,7,5,7,6,7,6,5,6,5,6,6,4,6,5,5,28,22,29,24,27,10,9,10,10,9,8,7,7,7,7,6,6,6,6,6,6,5,6,6,5,30,27,29,29,27,10,9,10,10,9,8,7,7,8,7,6,6,6,6,6,6,5,6,6,5,30,27,29,30,27
5404826,6,8,8,6,28,10,9,10,9,9,7,7,7,7,7,6,6,6,6,6,6,5,6,5,5,29,27,29,27,27,10,,10,10,9,8,,7,7,7,6,,6,6,6,6,,6,6,5,30,,29,29,27,10,,10,10,9,7,,7,7,7,6,6,6,6,6,6,5,6,6,5,29,,29,29,27
5411525,6,8,8,5,27,10,9,10,8,9,8,7,8,7,7,6,6,6,5,6,6,5,6,5,5,30,27,30,25,27,9,9,10,9,8,8,7,8,7,7,6,6,6,6,5,6,5,6,5,5,29,27,30,27,25,9,9,10,9,8,8,7,8,7,7,6,6,6,6,5,6,5,6,5,5,29,27,30,27,25
5407292,6,8,8,6,28,9,9,10,9,9,7,7,8,6,7,6,6,6,5,6,6,5,6,5,6,28,27,30,25,28,9,9,10,9,8,8,7,7,7,7,6,6,6,6,5,6,5,6,5,5,29,27,29,27,25,9,9,10,9,8,8,7,8,7,7,6,6,6,6,5,6,5,6,5,5,29,27,30,27,25
5407771,6,8,7,6,27,10,9,10,9,10,8,7,8,7,7,6,6,6,6,6,6,5,6,5,6,30,27,30,27,29,9,9,10,9,8,7,7,8,7,6,6,6,6,6,5,6,5,6,6,5,28,27,30,28,24,9,9,10,10,8,7,7,7,7,6,6,6,6,6,5,6,5,6,6,5,28,27,29,29,24
5412102,6,8,7,6,27,10,9,10,9,10,7,7,6,7,8,6,6,6,6,6,6,5,6,5,6,29,27,28,27,30,9,9,10,9,8,8,7,7,7,6,6,6,6,6,5,6,5,6,5,5,29,27,29,27,24,9,9,10,9,8,7,7,7,7,6,6,6,6,6,5,5,5,6,5,5,27,27,29,27,24
5411658,6,8,7,5,26,9,9,10,8,9,7,7,5,7,7,6,6,6,5,6,6,5,6,5,6,28,27,27,25,28,10,9,10,10,9,7,7,5,7,7,6,6,6,6,6,6,6,6,6,5,29,28,27,29,27,10,9,10,9,9,7,7,6,7,7,6,6,6,6,6,6,6,6,6,5,29,28,28,28,27
5409074,5,8,8,6,27,9,9,9,8,9,8,7,7,7,7,6,6,6,5,6,6,5,6,5,5,29,27,28,25,27,10,9,10,9,9,8,7,8,7,7,6,6,6,6,5,6,5,6,5,5,30,27,30,27,26,10,9,10,9,9,8,7,8,7,7,6,6,6,6,5,6,5,6,5,5,30,27,30,27,26
5411402,6,8,8,5,27,10,9,10,8,9,8,7,8,7,7,6,6,6,5,6,6,5,5,5,5,30,27,29,25,27,10,9,10,9,9,8,7,7,7,7,6,6,6,6,6,6,5,6,5,5,30,27,29,27,27,10,9,10,9,9,8,7,7,7,7,6,6,6,6,6,6,5,6,5,5,30,27,29,27,27
5406878,5,8,8,6,27,9,8,9,9,9,8,7,7,7,7,6,5,6,6,6,5,5,6,5,5,28,25,28,27,27,10,9,10,9,9,7,7,7,7,7,6,6,6,6,6,6,5,6,5,5,29,27,29,27,27,10,9,10,9,9,7,7,7,7,7,6,6,6,6,6,6,5,6,5,5,29,27,29,27,27
5407006,6,8,7,6,27,9,9,10,8,9,7,7,7,6,7,6,6,6,5,6,6,5,6,5,5,28,27,29,24,27,9,9,10,10,9,8,7,8,7,7,6,6,6,6,6,6,5,6,5,5,29,27,30,28,27,10,9,10,9,9,8,7,8,7,7,6,6,6,6,6,6,5,6,5,5,30,27,30,27,27
5411484,6,9,7,5,27,10,10,10,9,9,8,8,7,7,8,6,6,6,6,6,6,6,6,5,5,30,30,29,27,28,10,9,10,9,9,8,7,7,8,7,6,6,6,6,6,6,5,6,5,5,30,27,29,28,27,10,9,10,9,9,8,7,8,8,7,6,6,6,6,5,6,5,6,5,5,30,27,30,28,26
5410950,6,9,8,5,28,10,9,10,9,9,8,7,7,7,7,6,6,6,6,6,6,5,6,5,5,30,27,29,27,27,9,9,9,9,8,7,7,6,7,6,6,6,6,6,5,6,5,5,5,5,28,27,26,27,24,9,8,10,9,8,7,6,7,7,6,6,5,6,6,5,6,5,6,5,5,28,24,29,27,24
5407765,6,10,8,6,30,10,9,10,9,10,8,7,7,7,8,6,6,6,6,6,6,5,6,5,6,30,27,29,27,30,10,9,10,9,9,7,7,7,7,6,6,6,6,6,5,6,5,6,5,5,29,27,29,27,25,10,9,10,9,8,7,7,6,7,6,6,6,6,6,5,6,5,6,6,5,29,27,28,28,24
5410518,6,9,7,5,27,10,9,10,8,9,8,7,8,7,7,6,6,6,5,6,6,5,6,5,5,30,27,30,25,27,10,9,10,9,8,7,7,8,7,7,6,6,6,6,5,6,5,6,5,5,29,27,30,27,25,9,9,10,9,8,7,7,7,7,6,6,6,6,6,5,6,5,6,5,5,28,27,29,27,24
5411891,6,10,7,6,29,9,9,10,8,9,7,7,8,6,7,6,6,6,5,6,6,5,6,5,5,28,27,30,24,27,10,9,9,9,9,7,7,7,7,7,6,6,6,6,6,6,5,6,6,5,29,27,28,28,27,10,9,10,9,9,7,7,7,7,7,6,6,6,6,6,6,5,6,5,5,29,27,29,27,27
5411487,5,9,6,6,26,9,9,10,9,9,7,7,7,7,7,6,6,6,5,6,6,5,6,5,5,28,27,29,26,27,10,9,10,10,8,8,7,7,8,6,6,6,6,6,5,6,5,4,6,5,30,27,27,30,24,10,9,10,9,9,8,7,8,7,7,6,6,6,6,5,6,5,6,5,5,30,27,30,27,26
5406832,5,9,7,6,27,10,9,10,9,9,8,7,8,7,7,6,6,6,6,6,6,5,6,5,5,30,27,30,27,27,9,9,9,10,8,7,7,8,8,7,6,6,6,6,5,6,5,6,6,5,28,27,29,30,25,9,9,9,9,8,7,7,8,7,7,6,6,6,6,5,6,5,6,5,5,28,27,29,27,25
5412035,6,9,7,6,28,10,9,10,9,9,8,7,8,7,7,6,6,6,5,6,6,5,6,5,5,30,27,30,26,27,10,9,10,10,9,8,7,7,8,7,6,6,6,6,5,6,5,6,6,5,30,27,29,30,26,10,9,10,10,9,8,7,7,8,7,6,6,6,6,5,6,5,6,6,5,30,27,29,30,26
5412250,6,9,7,5,27,10,9,10,9,9,8,7,7,7,7,6,6,6,5,6,6,5,6,5,5,30,27,29,26,27,9,9,10,9,8,8,7,7,7,6,6,6,6,6,5,6,5,6,5,5,29,27,29,27,24,9,9,10,9,8,8,7,7,7,6,6,6,6,6,5,6,5,6,5,5,29,27,29,27,24
5411888,6,10,8,6,30,10,9,10,9,9,8,7,6,7,7,6,6,6,5,6,6,5,6,5,6,30,27,28,26,28,9,9,10,9,8,7,7,7,7,7,6,6,6,6,5,6,5,6,6,5,28,27,29,28,25,10,8,10,9,8,7,5,7,7,7,6,5,6,6,5,6,5,6,6,5,29,23,29,28,25
5406905,6,9,7,5,27,10,9,10,9,9,8,7,7,7,7,6,6,6,5,6,6,5,6,5,5,30,27,29,26,27,9,8,10,9,8,8,6,7,7,7,6,5,6,6,5,6,4,6,5,5,29,23,29,27,25,9,8,10,9,8,8,6,7,7,7,6,5,6,6,5,6,4,6,5,5,29,23,29,27,25
5406664,6,9,8,5,28,10,9,10,8,9,8,7,8,7,7,6,6,6,5,6,6,5,6,5,5,30,27,30,25,27,9,8,10,9,8,7,6,7,7,6,6,6,6,6,5,6,5,6,5,5,28,25,29,27,24,9,9,10,9,8,7,7,7,7,6,6,6,6,6,5,6,5,6,6,5,28,27,29,28,24
5409278,6,9,7,5,27,9,9,10,8,9,8,7,8,7,7,6,6,6,5,6,6,5,6,5,5,29,27,30,25,27,10,9,10,9,9,8,7,8,7,7,6,6,6,6,6,6,5,6,6,5,30,27,30,28,27,9,9,10,9,9,8,7,8,7,7,6,6,6,6,6,6,5,6,5,5,29,27,30,27,27
5411099,6,9,7,6,28,10,9,10,9,9,7,7,7,7,7,6,6,6,6,6,6,5,6,5,5,29,27,29,27,27,10,9,10,9,9,8,7,7,7,7,6,6,6,6,5,6,5,6,5,5,30,27,29,27,26,10,9,10,9,8,8,7,7,7,6,6,6,6,6,5,6,5,6,5,5,30,27,29,27,24
5406952,9,9,7,5,30,10,9,10,9,9,8,7,8,7,8,6,6,6,6,6,6,5,6,5,5,30,27,30,27,28,10,9,10,9,8,7,7,7,7,6,6,6,6,6,5,6,5,6,5,5,29,27,29,27,24,10,9,10,9,8,7,7,7,7,7,6,6,6,6,5,6,5,6,5,5,29,27,29,27,25
5406751,5,7,7,5,24,10,9,10,9,9,7,7,7,7,7,6,6,6,6,6,6,5,6,5,5,29,27,29,27,27,10,9,10,9,9,8,7,7,7,7,6,6,6,6,6,6,5,6,6,5,30,27,29,28,27,10,9,10,9,8,8,7,6,7,7,6,6,6,6,5,6,5,6,6,5,30,27,28,28,25
5406942,6,9,6,6,27,10,9,10,9,10,8,7,8,7,7,6,6,6,6,6,6,5,6,5,6,30,27,30,27,29,10,9,10,9,9,7,7,6,7,7,6,6,6,6,6,6,6,6,6,5,29,28,28,28,27,10,9,10,9,9,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,29,28,29,28,27
5406593,5,9,5,5,24,10,9,,8,9,8,7,,6,7,6,6,,5,6,6,5,,5,5,30,27,,24,27,9,8,10,9,8,7,6,7,7,6,6,5,6,6,5,6,5,6,5,5,28,24,29,27,24,9,9,10,9,8,7,7,7,7,6,6,6,6,6,5,6,5,6,5,5,28,27,29,27,24
5404107,6,8,6,5,25,9,9,10,9,9,7,7,7,7,7,6,6,6,5,6,6,5,6,5,5,28,27,29,26,27,9,8,10,9,8,7,6,7,7,6,6,5,6,6,5,6,4,6,6,5,28,23,29,28,24,9,9,10,9,8,7,7,7,7,6,6,6,6,6,5,6,5,6,6,5,28,27,29,28,24
5411524,6,8,6,6,26,10,9,10,9,9,7,7,7,6,7,6,6,6,5,6,6,5,6,5,5,29,27,29,25,27,10,9,10,9,8,8,7,7,7,7,6,6,6,6,5,6,5,6,5,5,30,27,29,27,25,10,9,10,10,8,8,7,8,8,7,6,6,6,6,5,6,5,6,6,5,30,27,30,30,25
5409488,5,9,6,5,25,9,9,10,8,9,7,7,7,6,7,6,6,6,5,6,6,5,6,5,5,28,27,29,24,27,9,8,10,9,8,7,6,7,7,6,6,5,6,6,5,6,5,6,5,5,28,24,29,27,24,9,9,10,9,8,7,7,7,7,6,6,6,6,6,5,6,5,6,5,5,28,27,29,27,24
5412044,5,8,7,5,25,10,9,10,9,9,8,7,7,7,7,6,6,6,6,6,6,5,6,5,5,30,27,29,27,27,10,9,10,9,9,8,7,7,7,7,6,6,6,6,5,6,5,6,5,5,30,27,29,27,26,9,9,10,9,8,8,7,8,7,7,6,6,6,6,5,6,5,6,5,5,29,27,30,27,25
5407306,6,8,7,4,25,10,,,9,9,8,,,7,7,6,,,6,6,6,,,5,5,30,,,27,27,10,9,10,10,9,8,7,7,8,7,6,6,6,6,6,6,5,6,6,5,30,27,29,30,27,10,9,10,10,9,8,7,7,7,7,6,6,6,6,6,6,5,6,6,5,30,27,29,29,27
5408767,5,8,6,5,24,10,9,,9,10,7,7,,7,7,6,6,,6,6,6,5,,5,6,29,27,,27,29,10,9,10,9,9,7,7,7,7,7,6,6,6,6,5,6,5,6,5,5,29,27,29,27,26,10,9,10,9,9,7,7,7,7,7,6,6,6,6,5,6,5,6,5,5,29,27,29,27,26
5407153,6,9,7,5,27,9,9,10,8,10,8,7,7,7,7,6,6,6,5,6,5,5,6,5,6,28,27,29,25,29,9,9,9,9,9,7,7,6,7,7,6,6,6,6,6,6,5,6,5,5,28,27,27,27,27,9,9,10,9,9,7,7,6,7,7,6,6,6,6,6,6,5,6,6,5,28,27,28,28,27
